srid,recommendation,keywords,hazmat,most_wanted,priority,priority_number,nprm,is_reiterated,times_reiterated,rec_letter_url
R-16-041,"TO THE MAYOR OF PHILADELPHIA: Facilitate the collaboration among the Philadelphia Police Department, Philadelphia Fire Department, and Office of Emergency Management to develop a plan that effectively integrates police transport of patients into the emergency medical response plans for large mass casualty incidents and to practice the plan periodically, including at least one full-scale drill every 3 years.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-041.pdf
R-16-042,"TO THE INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE, INTERNATIONAL ASSOCIATION OF FIRE CHIEFS, NATIONAL ASSOCIATION OF STATE EMS OFFICIALS, NATIONAL EMERGENCY MANAGEMENT ASSOCIATION, NATIONAL VOLUNTEER FIRE COUNCIL: Educate your members regarding the details of this accident, including the lessons learned from the emergency medical response, and the potential utility of integrating police transport of victims into mass casualty incident response plans.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-042.pdf
R-16-037,"TO THE NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK): Incorporate strategies into your initial and recurrent training for operating crewmembers for recognizing and effectively managing multiple concurrent tasks in prolonged, atypical situations to sustain their attention on current and upcoming train operations.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-037.pdf
R-16-027,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Install line identification and direction signage at tunnel entrances and inside tunnels.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-005,"TO THE DISTRICT OF COLUMBIA OFFICE OF UNIFIED COMMUNICATIONS: Upon completion of action satisfying Safety Recommendation R-16-04, develop call processing standards for the public service answering point (PSAP) to ensure that 911 calls are processed in accordance with those of other comparable PSAPs.",NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-004-006.pdf
R-16-009,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY:  When the revision of tunnel inspection, maintenance, and repair procedures recommended in Safety Recommendation R-16-08 has been completed, train maintenance employees on the new procedures, and ensure that the procedures are implemented.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-013,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Once action to address Safety Recommendation R-16-12 is completed, train all Rail Operations Control Center personnel on the new procedures for responding to smoke alarms. This training should include regular refresher training.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-025,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Develop and incorporate a comprehensive program for training Rail Operations Control Center control operators in emergency response procedures including regular refresher training.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-002,TO THE FEDERAL TRANSIT ADMIINSTRATION: Issue regulatory safety standards for emergency egress in tunnel environments.,NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-001-002.pdf
R-16-003,"TO THE DISTRICT OF COLUMBIA:  Convene an independent panel of experts to (1) assess the District of Columbia Fire and Emergency Medical Services Department’s preparedness to respond to mass casualty events in the Washington Metropolitan Area Transit Authority (WMATA) underground system, (2) identify and make recommendations to improve this preparedness, and (3) share the findings of that assessment with the other local jurisdictions with WMATA underground systems.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-003.pdf
R-16-004,"TO THE DISTRICT OF COLUMBIA OFFICE OF UNIFIED COMMUNICATIONS: Audit your public service answering point (PSAP) to validate compliance with the standards published by the National Emergency Number Association or another similar standards organization. The audit should (1) determine the average length of time that call takers use to process an emergency call and dispatch emergency service, and (2) compare those results with those of other comparable PSAPs.",NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-004-006.pdf
R-16-006,"TO THE DISTRICT OF COLUMBIA OFFICE OF UNIFIED COMMUNICATIONS: Train call takers for the public service answering point on the standards developed in Safety Recommendation R-16-05, and include the standards in recurrent training.",NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-004-006.pdf
R-16-007,TO THE DISTRICT OF COLUMBIA FIRE AND EMERGENCY MEDICAL SERVICES DEPARTMENT:  Implement measures to train all command officers who will serve in the role of incident commander in the skills and practices of National Incident Management System incident command and unified command processes. This training should include regular refresher training.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-007.pdf
R-16-008,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Review and revise your tunnel inspection, maintenance, and repair procedures to mitigate water intrusion into tunnels.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-010,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Improve the capacity of tunnel ventilation fans to conform to the requirements of National Fire Protection Association (NFPA) 130.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-011,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Develop location-specific emergency ventilation configurations based on engineering studies of the Washington Metropolitan Area Transit Authority tunnel ventilation system.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-012,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Develop and implement procedures for actions to be taken by Rail Operations Control Center personnel when smoke detectors alarm.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-014,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Incorporate smoke alarms in periodic emergency drills and exercises.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-015,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Include in your efficiency testing program (rules compliance testing program) a specific test to ensure appropriate emergency actions are taken by Rail Operations Control Center supervisors and control operators in response to an alarm.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-016,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Install and maintain a system that will detect the presence and location of fire and smoke throughout the Washington Metropolitan Area Transit Authority tunnel and station network.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-018,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Conduct a risk assessment before any preventive maintenance program is initiated, changed, or discontinued.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-019,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Ensure that all train operators are trained and regularly tested on the appropriate procedure for emergency shutdown of railcar ventilation.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-020,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Incorporate a specific test in your efficiency testing program to ensure that train operators understand the procedure for emergency shutdown of railcar ventilation,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-022,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Revise your standard operating procedures to require that (1) suitably trained, qualified, and properly equipped personnel investigate reports of wayside fire or smoke, and (2) these reports are not investigated using trains with revenue passengers.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-023,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Review and revise as necessary your Rail Operations Control Center emergency response procedures for smoke and fire.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-024,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Retrain Rail Operations Control Center supervisors on all standard operating procedures for emergencies.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-026,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Conduct regular emergency response drills and develop a program to test the efficiency of the Rail Operations Control Center to ensure that standard operating procedures are properly followed during emergencies.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-028,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Implement a regular schedule for the inspection and removal of obstructions from safety walkways and track-bed floors to ensure safe passageways for passengers to use during a tunnel evacuation.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-030,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Revise your standard operating procedures to require that an after-action review be conducted of all emergency responses to events with passenger or employee fatalities, and publish the results, including both the successes and the potential deficiencies of your responses, to help ensure that deficiencies are appropriately remediated.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-031,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Review and revise your quality assurance program to ensure that regular quality assurance audits are included to identify and correct any elements of procedural noncompliance.,NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-001,"TO THE FEDERAL TRANSIT ADMIINSTRATION: Issue regulatory standards for tunnel infrastructure inspection, maintenance, and repair, incorporating applicable industry consensus standards into those standards.",NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-001-002.pdf
R-16-029,"TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Conduct emergency response drills with local emergency response agencies in accordance with National Fire Protection Association (NFPA) 130, document lessons learned, and develop and implement additional procedures as necessary to effectively respond to emergencies.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-017,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Develop procedures for regular testing of all smoke detectors.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-16-021,TO THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Revise Standard Operating Procedure #6 to clarify which trains should be stopped until the source of smoke is identified.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-16-008-031.pdf
R-15-033,"TO UNION PACIFIC RAILROAD: Identify and review the records of all employees in safety-sensitive positions who have any history of seizures, and ensure that the current Union Pacific Railroad standard of fitness for duty is met by each employee.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-15-033-034.pdf
R-15-037,"TO THE FEDERAL RAILROAD ADMINISTRATION: Once disqualifying medical conditions and medications have been identified, develop specific criteria (such as standards for medical test results) that may allow employees who have been disqualified but have been determined by a subsequent, individualized assessment to pose no increased danger to rail safety to obtain a medical certification.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-15-035-037.pdf
R-15-034,TO UNION PACIFIC RAILROAD: Assess the safety of all medications being used by employees in safety-sensitive positions each time an employee undergoes a medical evaluation.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-15-033-034.pdf
