srid,recommendation,keywords,hazmat,most_wanted,priority,priority_number,nprm,is_reiterated,times_reiterated,rec_letter_url
R-12-040,"TO THE FEDERAL RAILROAD ADMINISTRATION: Once the side impact crashworthiness standards are developed in Safety Recommendation R-12-39, revise 49 Code of Federal Regulations 238.217, “Side Structure,” to require that new passenger railcars be built to these standards.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-039-043.pdf
R-12-041,TO THE FEDERAL RAILROAD ADMINISTRATION: Require that passenger railcar doors be designed to prevent fire and smoke from traveling between railcars.,NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-039-043.pdf
R-12-042,"TO THE FEDERAL RAILROAD ADMINISTRATION: Work with the Federal Highway Administration to develop a model grade crossing action plan that can be used as a resource document by all states.  At a minimum, such a document should incorporate information from US Department of Transportation publications, industry studies, and the American Association of State Highway and Transportation Officials, as well as the best practices and lessons learned at the conclusion of the 5-year grade crossing action plans developed in response to 49 Code of Federal Regulations234.11, “State Highway–Rail Grade Crossing Action Plans.”",Rail Crossing,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-039-043.pdf
R-12-043,"TO THE FEDERAL RAILROAD ADMINISTRATION: Work with the Federal Highway Administration to update its website on annual reporting requirements for railway–highway crossings, to include comprehensive information on the individual grade crossing action plans developed by the states pursuant to 49 Code of Federal Regulations 234.11, “State Highway–Rail Grade Crossing Action Plans.”",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-039-043.pdf
R-12-038,"TO THE FEDERAL RAILROAD ADMINISTRATION: Audit the inspection and enforcement program in all regions for compliance with statutes and regulations related to railroad safety, and correct any deficiencies as required by Title 49 Code of Federal Regulations Part 209. (Superseded by Safety Recommendations R-14-69 and R-14-70)",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-037-038.pdf
R-12-037,TO THE FEDERAL RAILROAD ADMINISTRATION: Audit the waiver process to verify it is being managed as required by Title 49 Code of Federal Regulations Part 211.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-037-038.pdf
R-12-036,TO THE AMERICAN PUBLIC TRANSPORTATION ASSOCIATION: Establish guidelines and standards to require that all existing and new hi-rail vehicles be equipped with an automatic change-of-direction or backup alarm that provides an audible signal that is at least 3 seconds long and is distinguishable from the surrounding noise.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-036.pdf
R-12-032,"TO THE FEDERAL TRANSIT ADMINISTRATION: Notify all rail transit agencies regarding the circumstances of the January 26, 2010, accident near Rockville Metro Station and urge them to evaluate their roadway worker protection programs and procedures to ensure that they adequately and effectively address appropriate training, communication, maintenance-vehicle movement authorities, flagging procedures, rules compliance, and the sharing of a work area by multiple work crews.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-032-035.pdf
R-12-033,"TO THE FEDERAL TRANSIT ADMINISTRATION: Advise all state safety oversight agencies of the circumstances of the January 26, 2010, accident near Rockville Metro Station and urge them to audit the roadway worker protection programs and the procedures of all rail transit operations in their states to ensure that they adequately and effectively address appropriate training, communication, maintenance-vehicle movement authorities, flagging procedures, rules compliance, and the sharing of a work area by multiple work crews.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-032-035.pdf
R-12-034,"TO THE FEDERAL TRANSIT ADMINISTRATION: Issue guidelines to advise transit agencies and state oversight agencies on how to effectively implement, oversee, and audit the requirements of 49 Code of Federal Regulations Section 659.19(r) using industry best practices, industry voluntary standards, and appropriate elements from 49 Code of Federal RegulationsPart 214, Subpart C—Roadway Worker Protection.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-032-035.pdf
R-12-035,TO THE FEDERAL TRANSIT ADMINISTRATION: Emphasize the effective implementation and oversight of 49 Code of Federal Regulations Section 659.19(r) as part of your safety oversight program audits.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-032-035.pdf
R-12-027,"TO THE FEDERAL RAILROAD ADMINISTRATION: Require railroads to install, along main lines in non-signaled territory not equipped with positive train control (PTC), appropriate technology that warns approaching trains of incorrectly lined main track switches sufficiently in advance to permit stopping. (Supersedes R-05-014)",NA,FALSE,FALSE,NonUrgent,2,FALSE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-027-029.pdf
R-12-028,"TO THE FEDERAL RAILROAD ADMINISTRATION: Revise Title 49 Code of Federal Regulations Section 218.105(d)(1) to require that, until the appropriate switch position technology is installed on main track switches in non-signaled territories that are not equipped with positive train control (PTC), train crews releasing track authority to the dispatcher must hold job briefings with the dispatcher and clearly convey the position of all main track switches that were used prior to releasing track warrant authority.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-027-029.pdf
R-12-029,"TO THE FEDERAL RAILROAD ADMINISTRATION: Require that until appropriate switch position warning technology is installed on main track switches (in non-signaled territory not equipped with positive train control (PTC)), when a main track switch has been reported relined for a main track, the next train to pass the location approach the switch location at restricted speed. That train crew should then report to the dispatcher that the switch is correctly lined for the main track before trains are allowed to operate at maximum authorized speed.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-027-029.pdf
R-12-030,TO THE CANADIAN PACIFIC RAILWAY: Require both train dispatchers and train crews to document switch positions and to hold job briefings to ensure that all main track switches in non-signaled territories are correctly lined before releasing track warrant authority.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-030-031.pdf
R-12-031,"TO THE CANADIAN PACIFIC RAILWAY:  Require that until appropriate switch position warning technology is installed on main track switches (in non-signaled territory not equipped with positive train control (PTC)), when a main track switch has been reported relined for a main track, the next train to pass the location approach the switch location at restricted speed. That train crew should then report to the dispatcher that the switch is correctly lined for the main track before trains are allowed to operate at maximum authorized speed.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-030-031.pdf
R-12-016,TO THE FEDERAL RAILROAD ADMINISTRATION: Require railroads to medically screen employees in safety-sensitive positions for sleep apnea and other sleep disorders.,NA,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,4,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-016-022.pdf
R-12-017,"TO THE FEDERAL RAILROAD ADMINISTRATION: Establish an ongoing program to monitor, evaluate, report on, and continuously improve fatigue management systems implemented by operating railroads to identify, mitigate, and continuously reduce fatigue-related risks for personnel performing safety-critical tasks, with particular emphasis on biomathematical models of fatigue.",NA,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-016-022.pdf
R-12-018,TO THE FEDERAL RAILROAD ADMINISTRATION: Conduct research on new and existing methods that can identify fatigue and mitigate performance decrements associated with fatigue in on-duty train crews.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-016-022.pdf
R-12-019,TO THE FEDERAL RAILROAD ADMINISTRATION: Require the implementation of methods that can identify fatigue and mitigate performance decrements associated with fatigue in on-duty train crews that are identified or developed in response to Safety Recommendation R-12-18.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-016-022.pdf
R-12-020,TO THE FEDERAL RAILROAD ADMINISTRATION: Require the use of positive train control (PTC) technologies that will detect the rear of trains and prevent rear-end collisions.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-016-022.pdf
R-12-021,"TO THE FEDERAL RAILROAD ADMINISTRATION: Revise Title 49 Code of Federal Regulations Part 229 to ensure the protection of the occupants of isolated locomotive operating cabs in the event of a collision. Make the revision applicable to all locomotives, including the existing fleet and those newly constructed, rebuilt, refurbished, and overhauled, unless the cab will never be occupied.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-016-022.pdf
R-12-022,TO THE FEDERAL RAILROAD ADMINISTRATION: Revise Title 49 Code of Federal Regulations Part 229 to require crashworthiness performance validation for all new locomotive designs under conditions expected in a collision.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-016-022.pdf
R-12-023,"TO THE ASSOCIATION OF AMERICAN RAILROADS: Revise Association of American Railroads Standard S-580 to provide protection for the occupants of isolated operating cabs in the event of a collision, and make the revision applicable to all locomotives, including those newly constructed, rebuilt, refurbished, and overhauled.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-023-024.pdf
R-12-024,"TO THE ASSOCIATION OF AMERICAN RAILROADS: Develop a standard that specifies the use of suitable crash-protected memory modules for all new and existing installations of on-board video and audio recorders. The memory modules should meet or exceed the survivability criteria specified in Title 49 Code of Federal Regulations 229.135 Appendix D, Table 2.",NA,FALSE,FALSE,NonUrgent,2,FALSE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-023-024.pdf
R-12-025,TO THE BNSF RAILWAY: Require all employees and managers who perform or supervise safety-critical tasks to complete fatigue training on an annual basis and document when they have received this training.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-025-026.pdf
R-12-026,TO THE BNSF RAILWAY: Medically screen employees in safety-sensitive positions for sleep apnea and other sleep disorders.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-025-026.pdf
R-12-001,"TO THE UNITED STATES DEPARTMENT OF TRANSPORTATION: Develop a comprehensive storm water drainage assessment program to be conducted jointly by railroads and public entities that ensures the adequate flow of water under both railroad and highway facilities, and require railroads and public entities to coordinate any changes to storm water drainage systems before their implementation.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-001-002.pdf
R-12-002,TO THE UNITED STATES DEPARTMENT OF TRANSPORTATION: Notify railroads and public entities about the circumstances of this accident and the importance of exchanging information related to storm water drainage system design issues that may adversely affect the adequate flow of water under both railroad and highway facilities.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-001-002.pdf
R-12-003,"TO THE FEDERAL RAILROAD ADMINISTRATION: Require that safety management systems and the associated key principles (including top-down ownership and policies, analysis of operational incidents and accidents, hazard identification and risk management, prevention and mitigation programs, and continuous evaluation and improvement programs) be incorporated into railroads’ risk reduction programs required by Public Law 110-432, Rail Safety Improvement Act of 2008, enacted October 16, 2008.",NA,FALSE,FALSE,NonUrgent,2,FALSE,TRUE,2,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-003-004.pdf
R-12-004,TO THE FEDERAL RAILROAD ADMINISTRATION: Inform railroads about the circumstances of the accident and advise them of the need to immediately notify pipeline operators of accidents occurring in railroad rights-of-way and ensure that pipeline inspections are accomplished prior to resumption of service.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-003-004.pdf
R-12-005,TO THE PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION: Require that all newly manufactured and existing general service tank cars authorized for transportation of denatured fuel ethanol and crude oil in Packing Groups I and II have enhanced tank head and shell puncture resistance systems and top fittings protection that exceeds existing design requirements for DOT-111 tank cars.,Hazmat,TRUE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-005-008.pdf
R-12-006,TO THE PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION: Require that all bottom outlet valves used on newly manufactured and existing non-pressure tank cars are designed to remain closed during accidents in which the valve and operating handle are subjected to impact forces.,Hazmat,TRUE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-005-008.pdf
R-12-007,TO THE PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION: Require that all newly manufactured and existing tank cars authorized for transportation of hazardous materials have center sill or draft sill attachment designs that conform to the revised Association of American Railroads’ design requirements adopted as a result of Safety Recommendation R-12-9.,Hazmat,TRUE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-005-008.pdf
R-12-008,TO THE PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION: Inform pipeline operators about the circumstances of the accident and advise them of the need to inspect pipeline facilities after notification of accidents occurring in railroad rights-of-way.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-005-008.pdf
R-12-009,"TO THE ASSOCIATION OF AMERICAN RAILROADS: Review the design requirements in the Association of American Railroads Manual of Standards and Recommended Practices C-III, “Specifications for Tank Cars for Attaching Center Sills or Draft Sills,” and revise those requirements as needed to ensure that appropriate distances between the welds attaching the draft sill to the reinforcement pads and the welds attaching the reinforcement pads to the tank are maintained in all directions in accidents, including the longitudinal direction.",Hazmat,TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-009.pdf
R-12-010,"TO THE AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS, THE NATIONAL ASSOCIATION OF COUNTY ENGINEERS, THE AMERICAN PUBLIC WORKS ASSOCIATION, AND THE INSTITUTE OF TRANSPORTATION ENGINEERS: Inform your members about the circumstances of this accident and the importance of exchanging information related to storm water drainage system design issues that may adversely affect the adequate flow of water under both railroad and highway facilities.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-010.pdf
R-12-011,"TO THE NATIONAL LEAGUE OF CITIES, THE NATIONAL ASSOCIATION OF COUNTIES, THE ASSOCIATION OF STATE DAM SAFETY OFFICIALS, THE NATIONAL ASSOCIATION OF TOWNS AND TOWNSHIPS, AND THE U.S. CONFERENCE OF MAYORS: Inform your members of the circumstances of this accident and emphasize the importance of periodically inspecting storm water management detention ponds (both private and public) to ensure that no deterioration has occurred that would result in the failure of a pond to function as designed.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-011.pdf
R-12-012,"TO THE CANADIAN NATIONAL RAILWAY COMPANY: Implement a process, consistent with the principles of a safety management system, to ensure accuracy and visibility of emergency contact information at all highway/rail grade crossings on your system.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-012-015.pdf
R-12-013,TO THE CANADIAN NATIONAL RAILWAY COMPANY: Implement a program consistent with principles of safety management systems to periodically test all aspects of your internal emergency communication system to ensure that personnel are familiar with the system’s operation and that emergency notifications can be communicated immediately to any chief dispatcher or rail traffic controller in your system.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-012-015.pdf
R-12-014,TO THE CANADIAN NATIONAL RAILWAY COMPANY: Examine and revise your postaccident toxicological testing program to ensure that rail traffic controllers are tested unless there is clear and convincing evidence that they were not involved in the accident.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-012-015.pdf
R-12-015,"TO THE CANADIAN NATIONAL RAILWAY COMPANY: Modify your weather warning operating and safety rules and procedures to (1) consolidate weather policies in a single rule, accessible to all operating personnel, (2) require that rail traffic controllers promptly and precisely notify affected train crews of weather alerts and identify for train crews the specific hazards to train operation represented by a weather alert, and (3) require either that a track inspector inspect the affected track before train operations are permitted within an affected weather alert area or that engineers operate their trains at restricted speed and crews watch for water on tracks, possible washouts, and misaligned track in the affected areas until the track is inspected.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-12-012-015.pdf
R-11-006,"TO THE FEDERAL RAILROAD ADMINISTRATION: Through appropriate and expeditious means, such as issuing and posting advisory bulletins on your website, advise all railroads of the occurrences of the following five recent rear-end collisions of freight trains in which crewmembers failed to operate their trains at the required restricted speed: (1) Red Oak, Iowa, on April 17, 2011, (2) Low Moor, Virginia, on May 21, 2011, (3) Mineral Springs, North Carolina, on May 24, 2011, (4) DeWitt, New York, on July 6, 2011, and (5) DeKalb, Indiana, on August 19, 2011.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-006-007.pdf
R-11-007,"TO THE FEDERAL RAILROAD ADMINISTRATION: Through appropriate and expeditious means, inform your inspectors of the details of these accidents to ensure railroads’ compliance with restricted speed requirements.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-006-007.pdf
R-11-008,"TO THE ASSOCIATION OF AMERICAN RAILROADS AND THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION: Through appropriate and expeditious means, such as issuing and posting advisory bulletins on your website, use the occurrences of five recent rear-end collisions of freight trains—(1) Red Oak, Iowa, on April 17, 2011, (2) Low Moor, Virginia, on May 21, 2011, (3) Mineral Springs, North Carolina, on May 24, 2011, (4) DeWitt, New York, on July 6, 2011, and (5) DeKalb, Indiana, on August 19, 2011—to urge your members to undertake a review of their operations to identify the potential for similar occurrences and to take appropriate mitigating actions.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-008-009.pdf
R-11-009,TO THE ASSOCIATION OF AMERICAN RAILROADS AND THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION: Examine the effectiveness of your member railroads’ restricted speed and compliance programs.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-008-009.pdf
R-11-010,"TO THE BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN AND THE UNITED TRANSPORTATION UNION: Through appropriate and expeditious means, such as issuing and posting advisory bulletins on your website, use the occurrences of five recent rear-end collisions of freight trains—(1) Red Oak, Iowa, on April 17, 2011, (2) Low Moor, Virginia, on May 21, 2011, (3) Mineral Springs, North Carolina, on May 24, 2011, (4) DeWitt, New York, on July 6, 2011, and (5) DeKalb, Indiana, on August 19, 2011—to do the following:
• Emphasize to your members the importance of operating their trains in accordance with restricted speed operating rules.
• Urge your members to work with their employers to identify the potential for similar occurrences and to take appropriate mitigating actions.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-010.pdf
R-11-001,"TO THE UNITED STATES DEPARTMENT OF TRANSPORTATION: Working with the 50 states and the District of Columbia, identify all fixed guideway transportation systems within each jurisdiction.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-001.pdf
R-11-002,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Working with the U.S. Department of Transportation, identify all fixed guideway transportation systems within your jurisdiction.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-002-003.pdf
R-11-003,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-002-003.pdf
R-11-004,TO MIAMI-DADE COUNTY: Develop and implement a system safety program plan to identify and manage safety hazards on all fixed guideway transportation systems within your jurisdiction.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-004.pdf
R-11-005,"TO JOHNSON CONTROLS, INC.: Implement procedures to prohibit the deactivation of safety-critical systems on fixed guideway transportation systems in passenger service on all properties maintained by Johnson Controls, Inc.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-11-005.pdf
R-10-003,"TO THE UNITED STATES DEPARTMENT OF TRANSPORTATION: Continue to seek the authority to provide safety oversight of rail fixed guideway transportation systems, including the ability to promulgate and enforce safety regulations and minimum requirements governing operations, track and equipment, and signal and train control systems.",NA,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-003.pdf
R-10-004,"TO THE FEDERAL TRANSIT ADMINISTRATION: Facilitate the development of non-punitive safety reporting programs at all transit agencies to collect reports from employees in all divisions within their agencies and to have their safety departments; representatives of their operations, maintenance, and engineering departments; and representatives of labor organizations regularly review these reports and share the results of those reviews across all divisions of their agencies.",NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-004-005.pdf
R-10-005,TO THE FEDERAL TRANSIT ADMINISTRATION:  Seek authority similar to Federal Railroad Administration regulations (Title 49 Code of Federal Regulations 219.207) to require that transit agencies obtain toxicological specimens from covered transit employees and contractors who are fatally injured as a result of an on-duty accident.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-004-005.pdf
R-10-006,"TO THE TRI-STATE OVERSIGHT COMMITTEE: Work with the Washington Metropolitan Area Transit Authority to satisfactorily address the recommendations contained in the Federal Transit Administration’s March 4, 2010, final report of its audit of the Tri-State Oversight Committee and the Washington Metropolitan Area Transit Authority.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-006.pdf
R-10-007,"TO THE BOARD OF DIRECTORS OF THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Elevate the safety oversight role of the Washington Metropolitan Area Transit Authority Board of Directors by (1) developing a policy statement to explicitly and publicly assume the responsibility for continual oversight of system safety, (2) implementing processes to exercise oversight of system safety, including appropriate proactive performance metrics, and (3) evaluating actions taken in response to National Transportation Safety Board and Federal Transit Administration recommendations, as well as the status of open corrective action plans and the results of audits conducted by the Tri-State Oversight Committee.","Oversight,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-007.pdf
R-10-008,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Because of the susceptibility to pulse-type parasitic oscillation that can cause a loss of train detection by the Generation 2 General Railway Signal Company audio frequency track circuit modules, establish a program to permanently remove from service all of these modules within the Metrorail system. (Supersedes R-09-015)","Signals,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-009,TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Establish periodic inspection and maintenance procedures to examine all audio frequency track circuit modules within the Metrorail system to identify and remove from service any modules that exhibit pulse-type parasitic oscillation.,"Maintenance,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-010,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Review the process by which Metrorail technical bulletins and other safety information are provided to employees and revise that process as necessary to ensure that (1) employees have received the information intended for them, (2) employees understand the actions to be taken in response to the information, and (3) employees take the appropriate actions.","Training and Education,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-011,TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Completely remove the unnecessary Metrorail wayside maintenance communication system to eliminate its potential for interfering with the proper functioning of the train control system.,"Positive Train Control,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-012,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Conduct a comprehensive safety analysis of the Metrorail automatic train control system to evaluate all foreseeable failures of this system that could result in a loss of train separation, and work with your train control equipment manufacturers to address in that analysis all potential failure modes that could cause a loss of train detection, including parasitic oscillation, cable faults and placement, and corrugated rail.","Positive Train Control,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-013,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Based on the findings of the safety analysis recommended in R-10-12 incorporate the design, operational, and maintenance controls necessary to address potential failures in the automatic train control system.","Maintenance,Positive Train Control,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-014,TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Implement cable insulation resistance testing as part of Metrorail’s periodic maintenance program.,"Maintenance,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-015,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Work with the Tri-State Oversight Committee to satisfactorily address the recommendations contained in the Federal Transit Administration’s March 4, 2010, final report of its audit of the Tri-State Oversight Committee and the Washington Metropolitan Area Transit Authority.","Oversight,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-016,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Require that your safety department; representatives of the operations, maintenance, and engineering departments; and representatives of labor organizations regularly review recorded operational data from Metrorail train onboard recorders and the Advanced Information Management system to identify safety issues and trends and share the results across all divisions of your organization.",Transit,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-017,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Develop and implement a non-punitive safety reporting program to collect reports from employees in all divisions within your organization, and ensure that the safety department; representatives of the operations, maintenance, and engineering departments; and representatives of labor organizations regularly review these reports and share the results of those reviews across all divisions of your organization.",Transit,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
R-10-018,TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Review the Hazard Identification and Resolution Matrix process in your system safety program plan to ensure that safety-critical systems such as the automatic train control system and its subsystem components are assigned appropriate levels of risk in light of the issues identified in this accident.,Transit,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R-10-008-022.pdf
