srid,recommendation_mode,event_date,city,state,country,abstract,date_issued,recipient,recipient_recommendation_date_closed,is_multiple_recipient,recommendation,sr_coding_mode,sr_coding_tier_1,sr_coding_tier2,ntsb_no,mkey,report_no,sr_url,accident_report_url,recipient_recommendation_open_closed,recipient_recommendation_response_status
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, State of Utah,2014-06-23,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Reconsidered
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, State of Vermont,2014-07-23,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Reconsidered
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, State of Washington,2017-12-21,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Unacceptable Action
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, State of West Virginia,2020-12-03,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Acceptable Action
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, State of Wisconsin,2012-11-06,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Reconsidered
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, State of Wyoming,2017-12-21,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Unacceptable Action No Response Received
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, District of Columbia,2017-12-21,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Unacceptable Action No Response Received
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, Commonwealth of Massachusetts,2014-08-18,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Acceptable Action
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, Commonwealth of Kentucky,2017-12-22,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Unacceptable Action No Response Received
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, Commonwealth of Pennsylvania,2012-09-19,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Reconsidered
R-11-003,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z, Commonwealth of Virginia,2014-09-26,TRUE,"TO THE 50 STATES AND THE DISTRICT OF COLUMBIA: Obtain the statutory authority to provide safety oversight of all fixed guideway transportation systems that operate within your jurisdiction, regardless of their funding authorization or the date they began operation.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-003,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Reconsidered
R-11-004,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z,"State of Florida, County of Miami-Dade",2016-03-22,FALSE,TO MIAMI-DADE COUNTY: Develop and implement a system safety program plan to identify and manage safety hazards on all fixed guideway transportation systems within your jurisdiction.,Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-004,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Acceptable Action
R-11-005,Railroad,2008-11-28T21:44:00Z,Miami,Florida,USA,"About 4:44 p.m., eastern standard time, on November 28, 2008, a three-car train (of a type referred to as an automated people mover, [APM]) that was operating along a fixed guideway1 on E Concourse at Miami International Airport near Miami, Florida, failed to stop at the passenger platform and struck a wall at the end of the guideway. Although a maintenance technician was monitoring train operations from the lead car of the train when the accident occurred, the train was operating in fully automatic mode without a human operator. The maintenance technician and five passengers on board the train were injured in the accident. One person on the passenger platform also required medical attention.2 
The National Transportation Safety Board determined that the probable cause of this accident was the installation by Johnson Controls, Inc., maintenance technicians of a jumper wire that prevented the overspeed/overshoot system from activating to stop the train when the crystal within the primary program stop module failed. Contributing to the accident were (1) the failure of Johnson Controls, Inc., to provide its maintenance technicians with specific procedures regarding the potential disabling of vital train control systems during passenger operations, (2) ineffective safety oversight by the Miami-Dade Aviation Department, (3) lack of adequate safety oversight of such systems by the state of Florida, and (4) lack of authority by the U.S. Department of Transportation to provide adequate safety oversight of such systems.",2011-12-22T05:00:00Z,"Johnson Controls, Inc.",2012-09-19,FALSE,"TO JOHNSON CONTROLS, INC.: Implement procedures to prohibit the deactivation of safety-critical systems on fixed guideway transportation systems in passenger service on all properties maintained by Johnson Controls, Inc.",Railroad,Equipment / Facilities,Train systems,DCA09MR002,69527,RAR-11-01,https://data.ntsb.gov/carol-main-public/sr-details/R-11-005,https://www.ntsb.gov/investigations/Pages/DCA09MR002.aspx,Closed,Reconsidered
R-10-003,Railroad,2009-06-22T20:58:00Z,Washington,District of Columbia,USA,"On Monday, June 22, 2009, about 4:58 p.m., eastern daylight time, inbound Washington Metropolitan Area Transit Authority (WMATA) Metrorail train 112 struck the rear of stopped inbound Metrorail train 214. The accident occurred on aboveground track on the Metrorail Red Line near the Fort Totten station in Washington, D.C. The lead car of train 112 struck the rear car of train 214, causing the rear car of train 214 to telescope1 into the lead car of train 112, resulting in a loss of occupant survival space in the lead car of about 63 feet (about 84 percent of its total length). Nine people aboard train 112, including the train operator, were killed. Emergency response agencies reported transporting 52 people to local hospitals. Damage to train equipment was estimated to be $12 million.",2010-08-10T04:00:00Z,DOT,2012-12-26,FALSE,"TO THE UNITED STATES DEPARTMENT OF TRANSPORTATION: Continue to seek the authority to provide safety oversight of rail fixed guideway transportation systems, including the ability to promulgate and enforce safety regulations and minimum requirements governing operations, track and equipment, and signal and train control systems.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA09MR007,74121,RAR-10-02,https://data.ntsb.gov/carol-main-public/sr-details/R-10-003,https://www.ntsb.gov/investigations/Pages/DCA09MR007.aspx,Closed,Acceptable Action
R-10-004,Railroad,2009-06-22T20:58:00Z,Washington,District of Columbia,USA,"On Monday, June 22, 2009, about 4:58 p.m., eastern daylight time, inbound Washington Metropolitan Area Transit Authority (WMATA) Metrorail train 112 struck the rear of stopped inbound Metrorail train 214. The accident occurred on aboveground track on the Metrorail Red Line near the Fort Totten station in Washington, D.C. The lead car of train 112 struck the rear car of train 214, causing the rear car of train 214 to telescope1 into the lead car of train 112, resulting in a loss of occupant survival space in the lead car of about 63 feet (about 84 percent of its total length). Nine people aboard train 112, including the train operator, were killed. Emergency response agencies reported transporting 52 people to local hospitals. Damage to train equipment was estimated to be $12 million.",2010-08-10T04:00:00Z,FTA,2013-06-19,FALSE,"TO THE FEDERAL TRANSIT ADMINISTRATION: Facilitate the development of non-punitive safety reporting programs at all transit agencies to collect reports from employees in all divisions within their agencies and to have their safety departments; representatives of their operations, maintenance, and engineering departments; and representatives of labor organizations regularly review these reports and share the results of those reviews across all divisions of their agencies.",Railroad,Quality / Safety Management,Safety risk management,DCA09MR007,74121,RAR-10-02,https://data.ntsb.gov/carol-main-public/sr-details/R-10-004,https://www.ntsb.gov/investigations/Pages/DCA09MR007.aspx,Closed,Acceptable Action
R-10-005,Railroad,2009-06-22T20:58:00Z,Washington,District of Columbia,USA,"On Monday, June 22, 2009, about 4:58 p.m., eastern daylight time, inbound Washington Metropolitan Area Transit Authority (WMATA) Metrorail train 112 struck the rear of stopped inbound Metrorail train 214. The accident occurred on aboveground track on the Metrorail Red Line near the Fort Totten station in Washington, D.C. The lead car of train 112 struck the rear car of train 214, causing the rear car of train 214 to telescope1 into the lead car of train 112, resulting in a loss of occupant survival space in the lead car of about 63 feet (about 84 percent of its total length). Nine people aboard train 112, including the train operator, were killed. Emergency response agencies reported transporting 52 people to local hospitals. Damage to train equipment was estimated to be $12 million.",2010-08-10T04:00:00Z,FTA,2024-06-10,FALSE,TO THE FEDERAL TRANSIT ADMINISTRATION:  Seek authority similar to Federal Railroad Administration regulations (Title 49 Code of Federal Regulations 219.207) to require that transit agencies obtain toxicological specimens from covered transit employees and contractors who are fatally injured as a result of an on-duty accident.,Railroad,Procedures / Regulations,Oversight/Auditing,DCA09MR007,74121,RAR-10-02,https://data.ntsb.gov/carol-main-public/sr-details/R-10-005,https://www.ntsb.gov/investigations/Pages/DCA09MR007.aspx,Closed,Reconsidered
R-10-006,Railroad,2009-06-22T20:58:00Z,Washington,District of Columbia,USA,"On Monday, June 22, 2009, about 4:58 p.m., eastern daylight time, inbound WMATA Metrorail train 112 struck the rear of stopped inbound Metrorail train 214. The accident occurred on aboveground track on the Metrorail Red Line near the Fort Totten station in Washington, D.C. The lead car of train 112 struck the rear car of train 214, causing the rear car of train 214 to telescope1 into the lead car of train 112, resulting in a loss of occupant survival space in the lead car of about 63 feet (about 84 percent of its total length). Nine people aboard train 112, including the train operator, were killed. Emergency response agencies reported transporting 52 people to local hospitals. Damage to train equipment was estimated to be $12 million.",2010-08-10T04:00:00Z,Tri-state Oversight Committee,2012-09-25,FALSE,"TO THE TRI-STATE OVERSIGHT COMMITTEE: Work with the Washington Metropolitan Area Transit Authority to satisfactorily address the recommendations contained in the Federal Transit Administration’s March 4, 2010, final report of its audit of the Tri-State Oversight Committee and the Washington Metropolitan Area Transit Authority.",Railroad,Procedures / Regulations,Other,DCA09MR007,74121,RAR-10-02,https://data.ntsb.gov/carol-main-public/sr-details/R-10-006,https://www.ntsb.gov/investigations/Pages/DCA09MR007.aspx,Closed,Acceptable Action
R-10-007,Railroad,2009-06-22T20:58:00Z,Washington,District of Columbia,USA,"On Monday, June 22, 2009, about 4:58 p.m., eastern daylight time, inbound WMATA Metrorail train 112 struck the rear of stopped inbound Metrorail train 214. The accident occurred on aboveground track on the Metrorail Red Line near the Fort Totten station in Washington, D.C. The lead car of train 112 struck the rear car of train 214, causing the rear car of train 214 to telescope1 into the lead car of train 112, resulting in a loss of occupant survival space in the lead car of about 63 feet (about 84 percent of its total length). Nine people aboard train 112, including the train operator, were killed. Emergency response agencies reported transporting 52 people to local hospitals. Damage to train equipment was estimated to be $12 million.",2010-08-10T04:00:00Z,Washington Metropolitan Area Transit Authority,2011-03-17,FALSE,"TO THE BOARD OF DIRECTORS OF THE WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY: Elevate the safety oversight role of the Washington Metropolitan Area Transit Authority Board of Directors by (1) developing a policy statement to explicitly and publicly assume the responsibility for continual oversight of system safety, (2) implementing processes to exercise oversight of system safety, including appropriate proactive performance metrics, and (3) evaluating actions taken in response to National Transportation Safety Board and Federal Transit Administration recommendations, as well as the status of open corrective action plans and the results of audits conducted by the Tri-State Oversight Committee.",Railroad,Quality / Safety Management,Safety policy and objectives,DCA09MR007,74121,RAR-10-02,https://data.ntsb.gov/carol-main-public/sr-details/R-10-007,https://www.ntsb.gov/investigations/Pages/DCA09MR007.aspx,Closed,Acceptable Action
R-10-008,Railroad,2009-06-22T20:58:00Z,Washington,District of Columbia,USA,"On Monday, June 22, 2009, about 4:58 p.m., eastern daylight time, inbound WMATA Metrorail train 112 struck the rear of stopped inbound Metrorail train 214. The accident occurred on aboveground track on the Metrorail Red Line near the Fort Totten station in Washington, D.C. The lead car of train 112 struck the rear car of train 214, causing the rear car of train 214 to telescope1 into the lead car of train 112, resulting in a loss of occupant survival space in the lead car of about 63 feet (about 84 percent of its total length). Nine people aboard train 112, including the train operator, were killed. Emergency response agencies reported transporting 52 people to local hospitals. Damage to train equipment was estimated to be $12 million.",2010-08-10T04:00:00Z,Washington Metropolitan Area Transit Authority,2012-07-19,FALSE,"TO THE WASHINGTON METROPOLITAN TRANSIT AUTHORITY: Because of the susceptibility to pulse-type parasitic oscillation that can cause a loss of train detection by the Generation 2 General Railway Signal Company audio frequency track circuit modules, establish a program to permanently remove from service all of these modules within the Metrorail system. (Supersedes R-09-015)","Railroad, Railroad, Railroad","Equipment / Facilities, Equipment / Facilities, Procedures / Regulations","Train control equipment / facilities, Signals, Signal requirements / maintenance / inspection",DCA09MR007,74121,RAR-10-02,https://data.ntsb.gov/carol-main-public/sr-details/R-10-008,https://www.ntsb.gov/investigations/Pages/DCA09MR007.aspx,Closed,Acceptable Action
